person_id,dept_id,start_date,end_date,is_current
b6eac073-4afc-4626-b2a9-69f1a70a0da8,091925,2014-12-23,,True
194cb647-506b-4598-a7ce-289d0f56da95,091925,2010-06-15,2018-10-19,False
0ece0e84-ffbc-48c4-b4eb-bb84e237a7d2,091925,1992-06-01,,True
0552bf3f-017d-49b7-a009-3f13457ad1be,091925,1990-02-23,2010-03-27,False
43a4e71e-1dc1-4a4d-9e7d-af561b02c998,091925,1991-06-03,,True
a01b92f6-2641-4356-a45f-6845fc6996a7,091925,1996-09-05,2019-12-24,False
95e0154d-9ba5-4a04-8889-8df544b44a00,091925,2015-08-26,2018-10-27,False
f7a0e6c7-4e12-41f1-b1e3-bd5dda80abed,091925,2003-06-14,,True
d3849959-d355-4097-90bf-af2dfc1c4cab,091925,2010-02-02,,True
caf2908a-aaa4-4274-9f37-61c11997394b,091925,1997-04-07,2014-12-12,False
914362df-b9ea-4334-8bf0-bd0daad8d72a,091925,1998-08-08,2000-12-26,False
8485dd75-9ebb-408d-a510-bc98299cc9df,091925,2010-09-27,2010-10-29,False
58632049-3442-4de6-b500-3fefacff2244,091925,2005-08-07,2018-12-09,False
3de462d6-3530-48a6-be5b-235587e8ace0,091925,1990-07-09,2019-11-19,False
b25c4c08-0bd0-4597-a0ff-981de2fe03f1,091925,2013-09-22,2018-11-25,False
f38fb5fc-b663-409e-8211-33f6aaa39f4a,091925,1996-01-19,,True
d645d3bd-0807-4f80-9c2b-0ef2a6fffc60,091925,1991-01-19,2006-10-28,False
15baac62-d7f6-4dc2-8932-36ff32021500,091925,2006-02-28,2008-04-28,False
be4eac36-e04b-4f3c-8b25-ef595348a98d,091925,2017-04-13,,True
00ab3149-695b-4682-8fbb-3b2b92e6dbb5,091925,2003-11-19,2019-12-24,False
935c492d-d033-42f7-96a6-2daa41ec0073,091925,2012-06-08,,True
35203fe7-d7aa-4b4f-83c2-18aa3e5d68eb,091925,1999-08-11,,True
adb82f5c-08a7-4c22-bb37-d368a6ab491e,091925,2008-02-03,2016-06-20,False
4665672b-83f5-4f47-bbf2-2f7eebf80174,091925,2019-06-29,2019-08-31,False
f501b5d7-4d13-4dcc-ad8d-06b0ff0dd8bc,091925,2004-09-23,,True
67debd27-5427-4229-86fc-b0e984e01665,091925,2007-05-30,2017-06-28,False
5ededfac-10a2-43d9-ad92-d2cabead8a38,091925,2018-02-24,,True
b197cb9c-d5e6-4ee3-a687-41ecbbe7329c,091925,2012-06-07,2016-11-23,False
4555ff97-37d1-4312-b69f-98d958b7f51f,091925,2019-01-03,2019-06-05,False
c6925842-437a-4182-8a99-fed491757917,091925,2014-03-21,,True
990ac6b8-1283-4a7e-82ad-a35844fd91f5,091925,2003-09-01,,True
564aa548-505b-4b0c-8db3-f1bc2c898c9a,091925,1994-09-02,2005-12-20,False
3a615e27-9f66-45cc-9efd-edc046d1529a,091925,1994-01-10,2005-02-22,False
92909f5e-f3ba-4b57-b8ba-bdab7e24be93,091925,1997-11-04,,True
de55f0ac-acd8-4fcb-8d65-0b00209cebd3,091925,2019-04-28,2019-07-30,False
f113b2d6-311e-4db7-b0dd-2294b24f8ec4,091925,2013-06-26,2016-12-28,False
8c70322d-553c-46bd-99a3-19d0345fe6b3,091925,2015-12-04,2019-12-20,False
144d8eb4-67b1-4d94-865c-74a4f77bd7b4,091925,2016-08-12,2018-10-20,False
0728b473-54e1-4cbd-a786-7cd49c8097e3,091925,1996-07-11,2004-08-20,False
4e5f15c1-96c6-4302-bd3a-3736cbf7acf4,091925,2006-07-22,,True
289cbc85-27ef-475e-8d9d-b4351a35f3c8,091925,1993-05-06,2011-08-08,False
c22653ff-653f-4824-be26-3a97f7d7f844,091925,2003-06-24,,True
3ba27e62-1cf0-4179-a5d3-f7df0ca6d09a,091925,1993-07-29,2011-09-28,False
7d85788e-71ab-48fc-90d4-672b5dd92973,091925,2003-01-17,2009-07-24,False
2f548bcb-7a08-4b79-b28a-381f6f0a0be5,091925,2011-06-20,,True
fbf1b630-856e-4039-a4d5-9587490e101f,091925,1999-09-10,,True
d42a130c-6de7-4723-8eb6-1cbd82732d2b,091925,2007-03-07,,True
524bffa0-26b1-47f8-9abc-c6eb0629686a,091925,1995-10-19,,True
6e85ebaf-cedf-4e68-a529-859d2e05e688,091925,1999-05-07,,True
97742ac6-f257-4e60-931b-4c597306166c,091925,2000-08-15,,True
8a9459d7-c292-4ee0-ab32-d6d902fd092e,091925,2015-12-06,,True
a90e4abd-782a-463d-88b1-2ca04868e3ba,091925,2009-06-03,2012-12-13,False
50c98758-e48e-4487-bc33-c9adcdb81e9b,091925,1996-03-01,,True
1ab2e28a-807a-4c1b-aed8-f780ca2939e9,091925,2014-02-15,,True
4eea0070-ad30-441d-a38f-357bb589e895,091925,2002-08-13,,True
e207304f-7294-4200-8a41-0b20a98258f6,091925,2017-02-25,,True
3d73b6a2-beec-4b11-ba0d-0ccd9bb72927,091925,2012-09-15,,True
5a0093b1-80ea-4744-987e-5d768f3ecfb6,091925,1993-08-05,,True
ba087ee9-9e55-43be-afe1-86271d676a09,091925,2007-10-11,,True
5fb16a58-b2af-448a-a0e4-a5482aa5ede5,091925,2018-09-14,2019-10-30,False
98acb603-be76-4ebd-88b1-ded4d1289434,091925,2014-04-27,,True
4c4c2bd2-35ed-4c19-91c4-80d529e55ba5,091925,1998-08-03,2007-10-12,False
4399fdff-cc64-4d81-8163-2bac2f289ee4,091925,2018-09-03,2018-10-11,False
11f052ba-0f67-4f7a-b2d2-22a08ceaff42,091925,1994-12-07,1997-12-21,False
cff3577d-8113-493a-b891-f9ac1939f763,091925,2004-07-02,,True
f10d1b1c-180d-44fe-9b56-bb24401dfca4,091925,2008-12-01,2018-12-17,False
31a584f9-c76d-42be-b0f8-3c1438f8c2e2,091925,2001-05-25,,True
ffdce251-6095-4e41-9ac6-9c28f35db6d2,091925,2013-09-26,2017-10-30,False
115e520b-f823-455e-b629-70097e427d0a,091925,2003-08-01,,True
d9eab2a9-1b5a-4889-befe-70b7b58c6f4f,091925,2002-12-06,,True
0fb440cc-8772-41c9-b3fd-da8aa555d304,091925,2019-07-19,2019-08-30,False
b8fefb88-4d69-4b58-8d54-3e8ced960974,091925,2017-08-06,2017-11-19,False
1be263ea-1653-4998-af4d-fefcc40d5edc,091925,2004-06-11,2016-09-25,False
b15f4ed4-3c00-49b7-905f-79cdf72e90f0,091925,1992-08-01,2015-09-13,False
7764e07f-80bd-4d51-b15e-2cb9a556817c,091925,1992-11-02,2016-12-10,False
ab967900-abb7-4394-bd9a-6c3b09ef2aa7,091925,1990-10-05,,True
bdc9f1fe-b7cd-4612-be22-54d8b5de423b,091925,2008-04-15,2019-09-27,False
3f6933c0-b524-4259-81fb-0e4931019001,091925,2009-12-23,2011-12-28,False
2c99ac68-1bc3-464d-9c82-5351524029e1,091925,1990-05-19,,True
fa691fcb-cdbc-4088-94ce-545f0eb92447,091925,1996-02-19,,True
488c2a37-ceca-47ab-9a96-8172dc604aab,091925,1999-11-20,,True
48c23122-7e0b-4130-8b8f-8245d208024b,091925,2011-06-03,2019-12-14,False
b8026465-65fc-4d6c-b2ee-f597944865d3,091925,2003-08-04,,True
0f909aca-8fef-41c4-b470-14b05e177c03,091925,2004-12-05,,True
f7efa188-da71-4ace-81f4-092c6fbcf05e,091925,2010-05-20,2018-12-28,False
3417dda8-7b1a-45c4-85dc-fd563f5112f4,091925,2016-12-19,,True
57db0c4d-5787-4d02-82e0-07781263b5d6,091925,1992-05-29,,True
3ab4e7f7-9cd2-4b3a-a003-665d986d846a,091925,2011-07-11,2011-11-22,False
0a1b92b4-408a-4f9e-ab8b-aa72b166f7c2,091925,1996-06-26,,True
4081022f-2731-43cb-8687-43af24d6bb0f,091925,2012-05-18,2012-10-22,False
fa27fc35-7b9c-45ca-bf71-790082132699,091925,2013-07-16,2017-09-28,False
c3ba11c0-d2c6-4cb2-bc87-695f359dafa4,091925,2012-08-15,2012-09-25,False
d6595039-9e9b-4168-9323-2e131eacd3ae,091925,2012-04-10,,True
f3ef948c-1e06-4b4e-8d59-2e27775feb7a,091925,2003-12-18,2014-12-30,False
03d81cf5-f9f9-48ff-9e5c-4cf751b88c6c,091925,1999-05-08,2002-11-15,False
d1382b71-5fb5-4f92-865d-9134268ebbbd,091925,2013-09-28,2019-12-29,False
af38206e-c1dd-4b08-b45c-162b128b0b3e,091925,2013-08-09,,True
e24322a8-e43c-4828-b308-57fae20053d2,091925,1999-04-12,,True
76bcf49b-7a3a-4ffe-96ae-1d6dcad9c58b,091925,1994-05-02,,True
739742f2-3d14-4fbf-9d2a-f1d250bdaa59,091925,1994-11-28,,True
d7fb8443-583a-40d3-b106-ce8790e23adf,091925,2008-05-16,2015-09-22,False
e6cc4d54-d245-497a-a0af-b4a1194a5d7d,091925,1991-05-31,,True
a710568a-4435-4ab8-9081-99a7cbb1ce81,091925,2002-08-03,,True
c89a5e2d-cd36-41d5-b0f5-23d9a3b74c76,091925,1999-02-08,,True
732fdd66-3cc6-4445-a3d6-a50163d0e19e,091925,2015-10-08,,True
4869f84b-fe20-4e23-994f-6d08efcdf49d,091925,1999-10-14,,True
21a2e9dd-5ddc-4215-ab10-ff327ad875a8,091925,1996-11-07,2004-12-13,False
7f899b0d-c684-40d9-8626-4a6e598e5d2f,091925,2007-02-06,,True
c836293c-c7d4-4caa-83d9-96fd2db1ce88,091925,2005-05-02,2008-08-25,False
a0d3557e-4afd-4c29-bded-5a781d047d5e,091925,2017-08-03,,True
084b6a95-9210-4ab0-b0ec-5c338ce2fdaa,091925,2010-10-22,,True
1f19b56d-cc2d-40a6-87bd-25a56269e046,091925,2010-03-30,2014-06-28,False
f7e2f1a9-22f4-40c5-ba20-8e03ba33a4a7,091925,2015-05-20,2019-08-28,False
17572a58-f195-4fc3-9a71-83c58a91922d,091925,2012-05-23,2018-08-31,False
c6f616bd-023e-4494-92c0-a705c935a8bc,091925,2009-01-29,2015-07-31,False
82683b06-f0ae-4f01-836b-8fa5633890c7,091925,1997-11-27,,True
efae3a35-4f55-4cf0-98d1-b194f6a0a190,091925,2014-03-16,2018-11-28,False
030c22bc-7f6d-4c5e-869e-b3806e3230e2,091925,2008-07-21,2015-08-29,False
91fe48e7-f00a-451d-998e-405af39e8bca,091925,2000-06-22,2003-08-28,False
31fcd7d4-224e-4b5c-ae33-78f54560af23,091925,2005-05-22,2011-12-31,False
91797d10-bee5-4f05-8130-92d751ecd5d5,091925,1992-06-09,,True
90dd59dc-915b-4319-9350-382dad673702,091925,2016-01-22,2019-08-23,False
b17a6c01-4b39-4813-a1d6-ac276c12f197,091925,2001-10-25,2016-12-26,False
73e11924-3f4a-44d8-92ca-f091927b7423,091925,2007-03-30,2011-11-28,False
a9fd1227-edcd-4f9b-b45a-eec55bbcd475,091925,2010-10-26,,True
a0ee1334-a592-4f17-9f8b-7ed61c1678a1,091925,2007-07-03,,True
4697a1e7-4389-47d3-a8a2-958e92380a82,091925,2010-03-16,2014-12-28,False
44d8635f-ad6b-49a7-860a-94b80d2800ff,091925,2016-08-16,2017-12-25,False
ab004b90-e6ce-4e3c-ac79-e3f925c9df96,091925,1996-10-17,2019-11-28,False
775a7b26-faf1-4bd2-81a1-56c1f51eac5e,091925,2014-07-11,2018-10-12,False
6fcf786d-99ca-4eee-a706-80056be56040,091925,1999-10-19,,True
f9a6cdee-2f6a-482a-ba3a-51929d0394a7,091925,2001-06-18,,True
c93edbf6-f4d3-4f07-973e-e7eab17652ef,091925,2017-04-23,,True
fab9fdef-6026-4e86-be9f-c3034981aab4,091925,2003-01-11,,True
a2830a82-d092-4830-a339-b1c7b8ff1ef5,091925,2015-11-05,,True
266e78a1-812b-4deb-a0de-713307ab70fb,091925,2008-06-28,,True
a18f157d-a368-4c1e-b5ee-4b1ab9931dae,091925,2004-01-24,,True
34d01f2e-79a9-4635-bb0c-c844477aa581,091925,1994-02-16,,True
b81233fa-fa7b-4ef3-900b-af83faf15fb9,091925,2002-11-03,,True
3083d4bf-93eb-43f4-a3fe-41f6f8fe3945,091925,2018-08-28,,True
d2254fc3-adff-42bf-aeb9-ddf290fabb9c,091925,2019-05-08,,True
8f9747ae-b238-4943-abc1-e569528ac916,091925,2012-02-15,2014-07-16,False
7c8d6b81-546d-480f-bea6-a24fd12f72c9,091925,2015-01-10,2017-07-24,False
731f03a4-58ad-45e4-9cc7-6ee27d5a3570,091925,2006-07-19,2016-09-22,False
0e4b9784-682e-4730-ba69-db13619617c0,091925,2009-07-20,,True
031a8955-c81a-4e48-b2fe-77b327108650,091925,1994-04-15,2014-09-30,False
0cf4f10e-02fa-4217-a529-2ce281f2d036,091925,1990-08-29,1999-10-30,False
8ac3d0c4-34cc-4443-b3fe-d2b2c7691031,091925,2001-10-10,,True
2a32d5fc-3ece-475e-91ea-90f293a36698,091925,1996-07-28,2011-08-29,False
482a2b33-75da-4c40-8c1e-9179fbc99049,091925,2001-10-10,2010-11-23,False
d629edb9-060b-4d7d-9e12-734d67495af4,091925,2008-11-25,,True
ef6cf506-404d-4321-ae92-bd511f40666a,091925,2016-05-25,2017-10-28,False
31266439-928b-4bd0-8f1d-0bb08c16f39b,091925,1996-10-09,2017-11-30,False
9cad8a2c-edc9-4648-a0e1-4c20ca1ae9e1,091925,2010-11-02,,True
05059d6d-5c11-4f1d-89ab-de9caa72ffa8,091925,2013-03-03,2015-09-27,False
7afbc69c-e456-4ee0-8c58-1a51c8837f56,091925,1996-03-26,,True
df60fcc4-5662-4a1e-97f5-ecee4a1bbff2,091925,1998-03-09,,True
18732891-6ad4-45ef-b542-0ab8a1da7670,091925,2004-02-05,,True
b7488a2d-5a50-4b08-b2f2-9973f52fc768,091925,1992-07-01,2000-12-05,False
672e8d38-29c7-4e3a-9ec0-cbbc2591eddd,091925,2011-12-22,2016-12-28,False
032af213-f88e-49ac-89fd-063d6c865489,091925,1997-08-01,,True
61c19d3a-7912-4d25-8808-5ae92712ed1e,091925,2010-02-21,2017-07-28,False
324d52b2-9f9d-4d45-aee0-7e45de5c144f,091925,1991-01-10,2006-03-14,False
fbe93afc-a894-4d90-a5d4-83d77cd177b4,091925,2007-03-13,2014-09-28,False
37c00a95-2b32-4da5-bfae-d8c4985e9dba,091925,2013-12-05,,True
f9ce36a0-4afa-470e-9c8c-61390b044dba,091925,1998-01-23,2009-05-31,False
647c0cca-f376-4322-8a40-0651f1a21184,091925,1997-06-04,,True
3caad9f1-77a0-444e-a822-d3b0ccae690c,091925,2010-06-02,,True
857bbbac-0492-440f-bd39-0ca854331c55,091925,2017-08-03,,True
a868e773-6b84-4436-8f03-c06ddedaaf80,091925,1990-01-26,,True
ca442c7d-5015-44d5-b9b7-caa2265974f4,091925,1996-02-27,,True
0c90ee8f-0555-4b9e-a475-5154c06d4687,091925,1997-06-25,2001-11-26,False
5eb6dbc1-3d37-48b4-9e0c-a34e63604c4b,091925,1994-03-18,,True
010a97b2-9aa9-4960-8587-f3bf1a3d2e5d,091925,1990-03-01,2001-07-20,False
0dfc293c-0435-4b49-b58b-c6a21c5b0cbe,091925,1995-05-02,,True
f2b2c142-9dde-4350-85d5-96f4b0c68988,091925,2013-02-16,,True
094913db-bcd1-42c8-85fa-fad5eeb8828b,091925,2004-09-08,,True
9a95aeaf-ed8b-48ae-a856-e8592cbc88c1,091925,2004-11-28,,True
88cd5665-843f-42be-9371-e2bd592cdc99,091925,2003-11-04,,True
9064c764-388c-4387-83bd-758b5671edc5,091925,2000-10-05,,True
6765211c-a70e-4d32-80ac-c0ded4503149,091925,2008-09-23,2013-11-28,False
32c993ff-a5dd-4301-b7ee-ebd8acfcd0c1,091925,2009-07-04,,True
c7238ded-8099-48c6-a4f4-b13162f994f7,091925,2003-08-29,,True
a7f4e9a7-7617-456a-8b30-312a30842e30,091925,2002-07-24,2005-10-28,False
21854c01-05ca-40fa-8445-52bc4179943b,091925,1998-06-28,2002-12-30,False
6036255d-775a-48c1-80ce-9093341fa3bb,091925,2016-02-03,,True
055f594a-8d42-4e72-963a-a58daf172646,091925,2015-03-18,2015-12-27,False
95f1889d-c4fa-4a40-aced-6772a466c55a,091925,1993-07-12,,True
c5c0b2e2-3f98-48fc-baa8-2f1452ee467f,091925,2009-05-12,2010-10-29,False
3b1e6510-4e48-4556-86d8-29442e5e1acf,091925,2011-08-08,2012-11-26,False
dd45bba0-51ba-4609-b634-3fc8aa71b5b8,091925,2014-05-19,,True
90a12b5e-afb3-462d-bfc8-4012debb9f88,091925,2014-10-20,,True
d79844a7-fbfb-4d4f-9b75-4e404aa26678,091925,2016-12-09,,True
5f6c1d5f-5f7e-41a9-a655-b6e75d3a6f9e,091925,1999-06-12,,True
a30d996e-b6e8-4474-9673-418fbd79c09a,091925,2002-02-05,,True
f989b9d5-30ba-4769-a49a-0198c451829e,091925,2002-07-15,2012-09-27,False
1f794e4f-e2d4-4b69-94a9-bb6886f8c1d3,091925,2000-10-20,2002-11-23,False
72deb4b0-96bc-4724-bf03-f925e8610817,091925,2009-01-22,,True
09fb0e7f-8e7d-4d97-994c-0619c64f62dc,091925,2005-10-15,,True
de9f75b0-90ab-44b2-b0df-59d09d188b34,091925,1993-06-14,,True
d7f6174c-779d-48ff-bf63-7c2cd8336606,091925,1999-01-08,2011-11-10,False
86241fed-3bbd-4fcd-be4b-ae24a11668b8,091925,1999-04-25,2003-09-28,False
097a9e5c-c573-4a36-8b9d-b666a5cff66c,091925,1990-08-24,2003-10-26,False
828ed5cc-87ba-4a83-bc43-de4e7beae359,091925,2012-04-17,,True
8f649ae0-c77f-446f-9069-ef92cc463c90,091925,1991-07-01,2005-08-29,False
7252c4f6-fa56-4f08-abb6-c4faf60d2cec,091925,2003-10-13,2016-12-17,False
320437c4-e8c9-41ad-ae06-4f420e05e2cf,091925,2000-03-26,2019-11-29,False
182efdb1-ee84-4923-b227-a4c03fdd6dff,091925,2017-02-08,,True
baa3be30-0067-4872-9f24-68c02cbac9c2,091925,2002-05-24,,True
c2f028b7-b95e-440e-bc02-7d1bcbe58c83,091925,1992-09-21,1995-12-30,False
289f94bb-09cc-4bfe-a9eb-05fb48b6ee7e,091925,2014-06-12,2019-12-17,False
5d689f69-34da-4648-9a29-d31689152ddc,091925,1994-05-07,,True
48b96354-c2e8-4edc-a67d-246ea868fe6f,091925,2010-02-06,,True
f1aa6c9d-93b3-4e81-9389-05670aee3e78,091925,2008-08-22,2017-11-28,False
79771482-8695-49dd-9bd9-b309aefdb2f0,091925,1992-08-15,,True
409923c8-c757-4c12-8eb6-e13246ebf769,091925,2001-09-03,2010-11-18,False
99eb8fc9-acdc-4ffc-be90-2687ff809595,091925,2001-05-03,,True
a9749e59-6b2d-4800-8164-bbeaf4a204ba,091925,2004-10-18,,True
81cb7871-27d4-4e3f-9417-160114a6b5e1,091925,1996-06-20,,True
2e57802f-3593-486d-afb3-543afc06f2fe,091925,2004-02-26,,True
511c5769-c27c-4bb3-9bbe-7955f714623c,091925,1991-04-23,2005-12-26,False
3d0092a3-d48d-4683-bb03-dc798455138c,091925,2019-05-13,,True
dcbea734-818c-4931-8738-6ce40dbe0bcf,091925,1991-11-21,2001-12-27,False
1a7d5eda-f3c0-4d79-8dd3-c36e2a6fb908,091925,2011-07-10,2015-12-15,False
06771291-a661-4449-b01a-2135f26623a3,091925,2008-11-05,,True
b2c27123-94a8-44bf-8dcd-29c2e22d169e,091925,2002-03-20,2004-08-29,False
275d870f-5db0-4b44-bdce-662dda7834c9,091925,2015-06-27,,True
193a74c1-b4f3-4238-8b49-6457ed7bf71e,091925,2003-09-12,2003-11-22,False
dd67fa64-f53d-43e8-abb0-848581163674,091925,1996-06-28,,True
63d23daa-a35c-4d5c-934c-c2572cda5f54,091925,1994-02-10,,True
7f81d7d6-4324-4e77-b5cb-408728f69e5c,091925,2016-12-29,,True
aca742e8-b539-4265-80fb-f7c09286540e,091925,2009-03-20,2015-06-23,False
c2dd495d-5d0f-4aa1-91a1-153fde687a90,091925,2012-10-26,2014-12-27,False
ce28fc33-9187-4b08-9896-01c25dddc9f2,091925,2011-12-08,2019-12-23,False
c606c320-b8c6-463b-a01c-ba1aeea3643e,091925,1997-05-31,2012-12-31,False
16271cd5-8acd-4f92-8d30-d5ca794ece91,091925,2008-08-15,,True
218e2c87-4bf6-4693-86a7-7dd568b93b73,091925,2016-04-26,,True
6abdfb3a-e988-49b3-a309-62791cf374af,091925,2017-06-18,,True
17c31175-5a19-4b36-ab41-8f8e1402a1bb,091925,1999-02-25,,True
e226ffad-952a-4006-a850-9e2dfb477fea,091925,1994-07-03,,True
8ba83307-7f60-4ea6-ab8f-39bc1f5ad7d4,091925,2003-01-13,2019-07-21,False
34c08401-7a80-4082-8268-26b32035a963,091925,1992-06-08,,True
08a89ff7-c377-4340-8350-6abae6831488,091925,2010-06-26,2012-08-27,False
702ef442-f8a1-42b7-876b-5584e5a675ac,091925,2016-08-23,,True
db0ddebf-714a-4258-bce0-9b911bc1ab04,091925,2018-02-01,2019-06-28,False
91989af5-608a-49a7-86bb-f0ddb5103a8e,091925,2013-10-17,2016-11-30,False
9cc51365-27e9-4e90-8d64-27fb70bee078,091925,1999-02-02,,True
8a76a963-47ff-4b98-8f24-1f002111ae96,091925,2004-02-04,2019-12-22,False
d4a5c013-540b-4458-8170-f03c10d07bee,091925,2006-10-08,2017-11-18,False
d714fd5b-ae31-437f-9f4c-3f9d130b49a7,091925,2009-06-08,,True
badfc6fb-123e-4efc-af83-5ac1994f48cf,091925,1992-09-12,,True
800e3438-2edd-46d1-bea3-a319511ca89a,091925,2006-09-01,,True
4a356d11-c22c-41be-a401-e99ecc7b24f4,091925,2001-05-24,2001-08-31,False
f6132f46-0132-4312-adb6-ae9792e29c67,091925,1997-12-22,2018-12-28,False
9322499d-7c21-4939-86ca-4d4763e91d19,091925,2001-09-11,,True
fcca3e32-4a93-47d4-819b-f95a798b226d,091925,2005-11-06,,True
4b4f2dbf-86c1-4037-ad1c-b35355eef6f8,091925,2004-01-10,,True
4d260802-42d6-4dcd-9d86-5c078a9d8123,091925,2000-05-17,2012-12-26,False
9672f865-6972-49b9-bb4c-408cc9ae0dee,091925,1991-11-07,,True
187e3509-d366-458e-b5c7-257bf1f27b17,091925,2000-05-04,,True
80bd22b8-ace8-4383-a6fc-813e0a56cc80,091925,2018-07-11,2018-11-27,False
6e31fb78-5a7e-48c2-a982-21cd84855ef4,091925,2015-09-09,2015-12-23,False
a74ee23a-452e-4c58-b2b4-39108f2bb4d1,091925,2009-03-18,2013-09-20,False
000921ff-54ee-4325-bc50-22ec64b6e859,091925,2011-05-10,2018-10-24,False
fa3c7839-ea63-4457-a476-37899925fc69,091925,2004-06-15,,True
e7cef987-6fbf-48f3-8916-98b59902d1de,091925,2003-05-21,2004-06-28,False
19bb2ce0-8130-4e11-b1bb-b011c2cefe0b,091925,2015-12-22,,True
3a1ce1b8-3f05-4c47-8c7d-bedf889e2ac7,091925,2011-08-02,,True
a62109b7-84c2-4625-b600-0b4770e10684,091925,2001-06-13,,True
d5478621-06b9-4dbe-b437-c26b4a471893,091925,2001-06-15,,True
24d359a7-b923-4fdf-99a5-21c011168264,091925,2002-06-21,2010-08-23,False
d80057ca-210f-423d-b6b6-71fdf7c4d63c,091925,1995-08-17,,True
0fdeb53c-4579-4d61-882a-3ee1806ff3c5,091925,2012-08-07,2016-12-14,False
5de2ff8b-f42d-41ce-93aa-c6327c71a1cb,091925,2017-02-15,,True
f340458c-6934-4627-b8d5-ba92ce1606f0,091925,2017-06-22,,True
f384ba6f-5351-4846-8b14-d31ace1835e2,091925,1999-05-28,,True
aaec31f7-db25-4ba6-8367-87319c08e805,091925,2010-03-26,2015-12-28,False
7e01c2ef-46d4-4ba6-a7a6-c98d1c2f21f0,091925,1996-03-08,,True
a2e927d6-5b4e-4e0f-a2fc-caed6fd36d51,091925,2001-08-26,,True
3edec2df-dbca-41c5-99fb-1f62bf56fd0f,091925,1992-05-13,,True
88f5d918-fce0-4c26-b083-a364b7fbd9a1,091925,2014-07-27,,True
63b9d9d3-af65-48cd-8d7b-0d8644eb0d17,091925,2010-02-15,2017-11-27,False
30c71c13-5f79-44f8-9377-3aa5f0ef5231,091925,2016-09-21,,True
8d4f2828-1b8f-4f36-a8b1-e02a9d7fc029,091925,2017-01-27,2017-10-29,False
5a568e55-7e39-491a-ac18-d784ebf514af,091925,1995-06-30,,True
07ec788d-11cd-46bf-94f5-bd144d8d1a35,091925,2006-05-28,,True
e958154c-7af9-4adc-b017-c10fc673cf67,091925,2007-05-05,,True
ec1ac9f3-af0f-42d5-af9d-6ea1910b5189,091925,2006-11-06,,True
6d30821a-74bd-4e35-a4d9-d45faf46e3ca,091925,2013-10-11,2019-11-12,False
5002d26a-c77a-45f0-9b7e-a1d51a06fd7f,091925,2010-10-09,,True
73d183f9-1719-488d-9b1a-3f61dd4b6fc7,091925,2005-11-18,2009-12-26,False
24792bc5-2098-4f98-aaaa-97998f1da6e9,091925,2015-11-13,,True
7eeab460-fa4f-4689-a432-0a8d40c824ef,091925,1995-08-14,2010-12-21,False
9bdc47d5-47f6-48c3-8e1c-bebe994f9779,091925,1994-06-28,,True
c52006c8-e189-4099-ab1e-aa95174ba07e,091925,2001-07-05,2012-12-23,False
